13.0023752,77.675939
12.9992809,77.67757
12.9983609,77.679115
12.9975246,77.680145
12.9964374,77.681432
12.9945139,77.681776
12.9929248,77.681089
12.9940121,77.680317
12.9940121,77.681261
12.9947648,77.679287
12.9940957,77.679287
12.9929248,77.679373
12.9939284,77.670961
12.9920885,77.673708
12.9901649,77.676626
12.9896631,77.676454
12.9887432,77.675682
12.9882413,77.675596
12.9879904,77.674909
12.9879904,77.674137
12.9888268,77.673279
12.9895795,77.671819
12.9904995,77.672077
12.989914,77.670704
12.9910849,77.671304
12.9916703,77.670618
12.9904995,77.669159
12.9904995,77.669931
12.9903322,77.669845
12.9914194,77.667871
12.9921721,77.667185
12.9925067,77.666927
12.9935103,77.667099
12.9922558,77.666069
12.9937612,77.66624
12.9931757,77.665983
12.9950157,77.667785
12.9936775,77.671905
13.0016226,77.665725
12.9981937,77.667356
12.9987791,77.669759
13.0019571,77.672077
13.0037133,77.673622
13.0015389,77.675939
13.0048005,77.674995
13.0055531,77.672506
13.005135,77.670961
13.0064731,77.6677
12.9991973,77.672678
13.0100691,77.667785
13.0114071,77.666069
13.0098182,77.669588
13.0011208,77.661262
13.0013717,77.66049
13.0048841,77.658001
13.0050514,77.661949
13.0065889,77.657142
13.0009857,77.645555
12.9996476,77.648817
13.0024074,77.647358
12.998644,77.653366
13.0009857,77.65431
13.0029429,77.655581
13.0036119,77.65292
13.0024411,77.648886
13.0032774,77.644423
13.0127274,77.650259
13.016156,77.656353
13.01348,77.658241
13.0099677,77.654808
13.0070407,77.65189
13.0087133,77.654207
13.0149017,77.659786
13.0169923,77.654207
13.0175339,77.649573
13.015945,77.648457
13.0161959,77.64468
13.0177012,77.644938
13.0171158,77.64159
13.0146906,77.640904
13.0155269,77.63747
13.0174503,77.639445
13.0109274,77.637127
13.0107602,77.636955
13.0075823,77.628029
13.0086695,77.627171
13.0099239,77.625111
13.0108438,77.624767
13.011931,77.623909
13.009673,77.622622
13.013938,77.625626
13.0131854,77.622793
13.0084186,77.620991
13.0099239,77.620047
13.0105093,77.61833
13.0089204,77.617987
13.0079168,77.616957
13.0058261,77.613781
13.0043208,77.617043
13.0067461,77.620047
13.0022301,77.620218
13.002481,77.622793
13.0044044,77.623823
13.0013101,77.625197
12.999972,77.623995
13.0054916,77.624939
12.9990441,77.612228
12.9959497,77.613258
12.9968697,77.617292
12.9952807,77.622013
12.9942771,77.619953
12.9891754,77.622442
